image_name,state,utime,date_part,federation_member
LT52160662008226CUB00,running,2017-06-01 17:59:44.873638,1496339984.87364,experimento.manager.naf.lsd.ufcg.edu.br
LT52170652001229CUB00,running,2017-06-01 18:01:35.225421,1496340095.22542,manager.naf.ufscar.br
LT52170662009187CUB00,finished,2017-06-01 18:01:55.309754,1496340115.30975,manager.naf.ufscar.br
LT52170642001229CUB00,running,2017-06-01 18:02:35.759774,1496340155.75977,manager.naf.ufscar.br
LT52170651994322CUB00,running,2017-06-01 18:04:36.167321,1496340276.16732,manager.naf.ufscar.br
LT52160652004183CUB00,finished,2017-06-01 18:06:06.48423,1496340366.48423,experimento.manager.naf.lsd.ufcg.edu.br
LT52150662008315CUB00,running,2017-06-01 18:06:16.601039,1496340376.60104,experimento.manager.naf.lsd.ufcg.edu.br
LT52160661999313CUB00,running,2017-06-01 18:07:06.933323,1496340426.93332,experimento.manager.naf.lsd.ufcg.edu.br
LT52170662006147CUB00,finished,2017-06-01 18:07:27.022451,1496340447.02245,manager.naf.ufscar.br
LT52170651994354CUB00,running,2017-06-01 18:07:37.178293,1496340457.17829,manager.naf.ufscar.br
LT52150662007024CUB00,finished,2017-06-01 18:10:07.733464,1496340607.73346,experimento.manager.naf.lsd.ufcg.edu.br
LT52160661994187CUB00,running,2017-06-01 18:10:17.877595,1496340617.87759,experimento.manager.naf.lsd.ufcg.edu.br
LT52150662008331CUB00,finished,2017-06-01 18:18:39.623185,1496341119.62318,experimento.manager.naf.lsd.ufcg.edu.br
LT52160651996273CUB00,running,2017-06-01 18:18:49.763578,1496341129.76358,experimento.manager.naf.lsd.ufcg.edu.br
LT52160652004071CUB00,finished,2017-06-01 18:21:50.384867,1496341310.38487,experimento.manager.naf.lsd.ufcg.edu.br
LT52160661995014CUB00,running,2017-06-01 18:22:00.512888,1496341320.51289,experimento.manager.naf.lsd.ufcg.edu.br
LT52160652004135CUB00,running,2017-06-01 18:24:51.200803,1496341491.2008,experimento.manager.naf.lsd.ufcg.edu.br
LT52160651999329CUB00,finished,2017-06-01 18:25:11.253478,1496341511.25348,experimento.manager.naf.lsd.ufcg.edu.br
LT52160661994187CUB00,running,2017-06-01 18:25:21.39148,1496341521.39148,experimento.manager.naf.lsd.ufcg.edu.br
LT52150662008267CUB00,finished,2017-06-01 18:25:21.429929,1496341521.42993,experimento.manager.naf.lsd.ufcg.edu.br
LT52160661999329CUB00,running,2017-06-01 18:25:31.561477,1496341531.56148,experimento.manager.naf.lsd.ufcg.edu.br
LT52160651995270CUB00,running,2017-06-01 18:34:33.569877,1496342073.56988,experimento.manager.naf.lsd.ufcg.edu.br
LT52160651996273CUB00,running,2017-06-01 18:36:04.015657,1496342164.01566,experimento.manager.naf.lsd.ufcg.edu.br
LT52170641986348CUB00,finished,2017-06-01 18:39:24.716427,1496342364.71643,manager.naf.ufscar.br
LT52170652001213CUB00,running,2017-06-01 18:39:34.880491,1496342374.88049,manager.naf.ufscar.br
LT52160661995014CUB00,running,2017-06-01 18:42:55.702801,1496342575.7028,experimento.manager.naf.lsd.ufcg.edu.br
LT52170641998269CUB00,finished,2017-06-01 18:50:37.28975,1496343037.28975,manager.naf.ufscar.br
LT52170641996328CUB00,running,2017-06-01 18:50:47.471872,1496343047.47187,manager.naf.ufscar.br
LT52170651998173CUB00,finished,2017-06-01 18:51:37.689513,1496343097.68951,manager.naf.ufscar.br
LT52170651995229CUB00,running,2017-06-01 18:51:47.837502,1496343107.8375,manager.naf.ufscar.br
LT52170651994354CUB00,finished,2017-06-01 18:57:49.076716,1496343469.07672,manager.naf.ufscar.br
LT52170651995293CUB00,running,2017-06-01 18:57:59.316741,1496343479.31674,manager.naf.ufscar.br
LT52170642009187CUB00,finished,2017-06-01 19:00:59.90295,1496343659.90295,manager.naf.ufscar.br
LT52170642000195CUB00,running,2017-06-01 19:01:10.121271,1496343670.12127,manager.naf.ufscar.br
LT52170652003187CUB00,finished,2017-06-01 19:02:00.276832,1496343720.27683,manager.naf.ufscar.br
LT52170651995357CUB00,running,2017-06-01 19:02:10.482746,1496343730.48275,manager.naf.ufscar.br
LT52150662001055CUB00,finished,2017-06-01 19:06:31.385164,1496343991.38516,experimento.manager.naf.lsd.ufcg.edu.br
LT52160661994187CUB00,running,2017-06-01 19:06:41.550654,1496344001.55065,experimento.manager.naf.lsd.ufcg.edu.br
LT52170642007262CUB00,finished,2017-06-01 19:07:21.705311,1496344041.70531,manager.naf.ufscar.br
LT52170641996184CUB00,running,2017-06-01 19:07:31.9044,1496344051.9044,manager.naf.ufscar.br
LT52170641990215CUB00,finished,2017-06-01 19:07:31.933269,1496344051.93327,manager.naf.ufscar.br
LT52170642001325CUB00,running,2017-06-01 19:07:42.112271,1496344062.11227,manager.naf.ufscar.br
LT52170641994146CUB00,finished,2017-06-01 19:07:42.149877,1496344062.14988,manager.naf.ufscar.br
LT52170651996056CUB00,running,2017-06-01 19:07:52.341644,1496344072.34164,manager.naf.ufscar.br
LT52160662004087CUB00,finished,2017-06-01 19:11:02.960643,1496344262.96064,experimento.manager.naf.lsd.ufcg.edu.br
LT52160661999361CUB00,running,2017-06-01 19:11:13.132291,1496344273.13229,experimento.manager.naf.lsd.ufcg.edu.br
LT52170642009155CUB00,finished,2017-06-01 19:12:03.305686,1496344323.30569,manager.naf.ufscar.br
LT52160661998278CUB00,finished,2017-06-01 19:12:13.49386,1496344333.49386,experimento.manager.naf.lsd.ufcg.edu.br
LT52170641995133CUB00,running,2017-06-01 19:12:13.595618,1496344333.59562,manager.naf.ufscar.br
LT52150662009285CUB00,running,2017-06-01 19:12:23.657436,1496344343.65744,experimento.manager.naf.lsd.ufcg.edu.br
LT52170652001229CUB00,finished,2017-06-01 19:14:04.030272,1496344444.03027,manager.naf.ufscar.br
LT52170662006211CUB00,running,2017-06-01 19:14:14.247997,1496344454.248,manager.naf.ufscar.br
LT52170651998253CUB00,finished,2017-06-01 19:15:24.515959,1496344524.51596,manager.naf.ufscar.br
LT52170642008297CUB00,running,2017-06-01 19:15:34.737433,1496344534.73743,manager.naf.ufscar.br
LT52160662009308CUB00,finished,2017-06-01 19:16:44.980778,1496344604.98078,experimento.manager.naf.lsd.ufcg.edu.br
LT52160652005089CUB00,running,2017-06-01 19:16:55.14679,1496344615.14679,experimento.manager.naf.lsd.ufcg.edu.br
LT52150662003301CUB00,running,2017-06-01 19:23:56.684172,1496345036.68417,experimento.manager.naf.lsd.ufcg.edu.br
LT52170651994322CUB00,finished,2017-06-01 19:25:37.005565,1496345137.00556,manager.naf.ufscar.br
LT52170652003203CUB00,running,2017-06-01 19:25:47.217632,1496345147.21763,manager.naf.ufscar.br
LT52170642001229CUB00,finished,2017-06-01 19:26:07.301935,1496345167.30193,manager.naf.ufscar.br
LT52170651996232CUB00,running,2017-06-01 19:26:17.463636,1496345177.46364,manager.naf.ufscar.br
LT52160662004311CUB00,finished,2017-06-01 19:26:27.504397,1496345187.5044,experimento.manager.naf.lsd.ufcg.edu.br
LT52160661994187CUB00,running,2017-06-01 19:26:37.650118,1496345197.65012,experimento.manager.naf.lsd.ufcg.edu.br
LT52150662009301CUB00,finished,2017-06-01 19:28:38.086174,1496345318.08617,experimento.manager.naf.lsd.ufcg.edu.br
LT52150662006277CUB00,running,2017-06-01 19:28:48.240253,1496345328.24025,experimento.manager.naf.lsd.ufcg.edu.br
LT52170652001213CUB00,finished,2017-06-01 19:30:08.509119,1496345408.50912,manager.naf.ufscar.br
LT52170662003251CUB00,running,2017-06-01 19:30:18.69768,1496345418.69768,manager.naf.ufscar.br
LT52170641994194CUB00,finished,2017-06-01 19:33:19.276702,1496345599.2767,manager.naf.ufscar.br
LT52170662009299CUB00,running,2017-06-01 19:33:29.451686,1496345609.45169,manager.naf.ufscar.br
LT52150662008315CUB00,finished,2017-06-01 19:34:09.592645,1496345649.59264,experimento.manager.naf.lsd.ufcg.edu.br
LT52150662008299CUB00,running,2017-06-01 19:34:19.768101,1496345659.7681,experimento.manager.naf.lsd.ufcg.edu.br
LT52150662006053CUB00,finished,2017-06-01 19:37:20.308189,1496345840.30819,experimento.manager.naf.lsd.ufcg.edu.br
LT52160661994299CUB00,running,2017-06-01 19:37:30.442706,1496345850.44271,experimento.manager.naf.lsd.ufcg.edu.br
LT52160652008178CUB00,finished,2017-06-01 19:38:30.668027,1496345910.66803,experimento.manager.naf.lsd.ufcg.edu.br
LT52150662008203CUB00,running,2017-06-01 19:38:40.829208,1496345920.82921,experimento.manager.naf.lsd.ufcg.edu.br
LT52170651995229CUB00,finished,2017-06-01 19:40:01.108827,1496346001.10883,manager.naf.ufscar.br
LT52170642009299CUB00,finished,2017-06-01 19:40:01.278693,1496346001.27869,manager.naf.ufscar.br
LT52170652003315CUB00,running,2017-06-01 19:40:11.454176,1496346011.45418,manager.naf.ufscar.br
LT52170651996360CUB00,running,2017-06-01 19:40:11.467807,1496346011.46781,manager.naf.ufscar.br
LT52160652008034CUB00,running,2017-06-01 19:41:51.931204,1496346111.9312,experimento.manager.naf.lsd.ufcg.edu.br
LT52160661995094CUB00,finished,2017-06-01 19:45:22.693446,1496346322.69345,experimento.manager.naf.lsd.ufcg.edu.br
LT52160661994187CUB00,running,2017-06-01 19:45:32.84968,1496346332.84968,experimento.manager.naf.lsd.ufcg.edu.br
LT52150662008363CUB00,finished,2017-06-01 19:47:13.213081,1496346433.21308,experimento.manager.naf.lsd.ufcg.edu.br
LT52160661997323CUB00,running,2017-06-01 19:47:23.358928,1496346443.35893,experimento.manager.naf.lsd.ufcg.edu.br
LT52170651995293CUB00,finished,2017-06-01 19:48:03.521887,1496346483.52189,manager.naf.ufscar.br
LT52170642009075CUB00,running,2017-06-01 19:48:13.702241,1496346493.70224,manager.naf.ufscar.br
LT52170662006211CUB00,finished,2017-06-01 19:48:33.751486,1496346513.75149,manager.naf.ufscar.br
LT52170661988130CUB00,running,2017-06-01 19:48:43.925072,1496346523.92507,manager.naf.ufscar.br
LT52160662008226CUB00,finished,2017-06-01 19:49:24.084132,1496346564.08413,experimento.manager.naf.lsd.ufcg.edu.br
LT52160662008274CUB00,running,2017-06-01 19:49:34.235291,1496346574.23529,experimento.manager.naf.lsd.ufcg.edu.br
LT52160661998294CUB00,finished,2017-06-01 19:50:24.503014,1496346624.50301,experimento.manager.naf.lsd.ufcg.edu.br
LT52150661995359CUB00,running,2017-06-01 19:50:34.642967,1496346634.64297,experimento.manager.naf.lsd.ufcg.edu.br
LT52160662003228CUB00,finished,2017-06-01 19:51:04.756045,1496346664.75605,experimento.manager.naf.lsd.ufcg.edu.br
LT52160661994283CUB00,running,2017-06-01 19:51:14.933389,1496346674.93339,experimento.manager.naf.lsd.ufcg.edu.br
LT52160651996273CUB00,finished,2017-06-01 19:54:05.513755,1496346845.51376,experimento.manager.naf.lsd.ufcg.edu.br
LT52160652009100CUB00,running,2017-06-01 19:54:15.690903,1496346855.6909,experimento.manager.naf.lsd.ufcg.edu.br
LT52160661999329CUB00,finished,2017-06-01 19:54:55.830502,1496346895.8305,experimento.manager.naf.lsd.ufcg.edu.br
LT52160662008258CUB00,running,2017-06-01 19:55:05.963084,1496346905.96308,experimento.manager.naf.lsd.ufcg.edu.br
LT52150662008283CUB00,finished,2017-06-01 19:56:06.207706,1496346966.20771,experimento.manager.naf.lsd.ufcg.edu.br
LT52160662009084CUB00,running,2017-06-01 19:56:16.349398,1496346976.3494,experimento.manager.naf.lsd.ufcg.edu.br
LT52160652004135CUB00,finished,2017-06-01 19:58:56.892115,1496347136.89212,experimento.manager.naf.lsd.ufcg.edu.br
LT52160661994043CUB00,running,2017-06-01 19:59:07.018523,1496347147.01852,experimento.manager.naf.lsd.ufcg.edu.br
LT52160651995270CUB00,finished,2017-06-01 19:59:47.150469,1496347187.15047,experimento.manager.naf.lsd.ufcg.edu.br
LT52170651995357CUB00,finished,2017-06-01 19:59:47.253467,1496347187.25347,manager.naf.ufscar.br
LT52170661986284CUB00,running,2017-06-01 19:59:57.534321,1496347197.53432,manager.naf.ufscar.br
LT52170661988114CUB00,running,2017-06-01 20:03:08.19718,1496347388.19718,manager.naf.ufscar.br
LT52170662003251CUB00,finished,2017-06-01 20:03:08.233307,1496347388.23331,manager.naf.ufscar.br
LT52170651998157CUB00,running,2017-06-01 20:03:18.400582,1496347398.40058,manager.naf.ufscar.br
LT52170641996328CUB00,finished,2017-06-01 20:04:08.575889,1496347448.57589,manager.naf.ufscar.br
LT52170651999160CUB00,running,2017-06-01 20:04:18.745327,1496347458.74533,manager.naf.ufscar.br
LT52170662009299CUB00,finished,2017-06-01 20:10:19.919847,1496347819.91985,manager.naf.ufscar.br
LT52170652009139CUB00,running,2017-06-01 20:10:30.110446,1496347830.11045,manager.naf.ufscar.br
LT52170641996184CUB00,finished,2017-06-01 20:11:40.319043,1496347900.31904,manager.naf.ufscar.br
LT52170642000195CUB00,finished,2017-06-01 20:11:40.473448,1496347900.47345,manager.naf.ufscar.br
LT52170661987223CUB00,running,2017-06-01 20:11:50.616533,1496347910.61653,manager.naf.ufscar.br
LT52170642009267CUB00,running,2017-06-01 20:11:50.634157,1496347910.63416,manager.naf.ufscar.br
LT52170651996056CUB00,finished,2017-06-01 20:12:00.683926,1496347920.68393,manager.naf.ufscar.br
LT52170652005032CUB00,running,2017-06-01 20:12:10.859978,1496347930.85998,manager.naf.ufscar.br
LT52170641995133CUB00,finished,2017-06-01 20:16:11.675028,1496348171.67503,manager.naf.ufscar.br
LT52170661987255CUB00,running,2017-06-01 20:16:21.862944,1496348181.86294,manager.naf.ufscar.br
LT52160661994187CUB00,running,2017-06-01 20:19:12.574455,1496348352.57446,experimento.manager.naf.lsd.ufcg.edu.br
LT52160661995014CUB00,finished,2017-06-01 20:20:42.894472,1496348442.89447,experimento.manager.naf.lsd.ufcg.edu.br
LT52160661994043CUB00,running,2017-06-01 20:20:53.051033,1496348453.05103,experimento.manager.naf.lsd.ufcg.edu.br
LT52170661988130CUB00,finished,2017-06-01 20:22:53.471116,1496348573.47112,manager.naf.ufscar.br
LT52170661987271CUB00,running,2017-06-01 20:23:03.640475,1496348583.64048,manager.naf.ufscar.br
LT52170652003315CUB00,finished,2017-06-01 20:29:34.940692,1496348974.94069,manager.naf.ufscar.br
LT52170652004062CUB00,running,2017-06-01 20:29:45.088733,1496348985.08873,manager.naf.ufscar.br
LT52170642008297CUB00,finished,2017-06-01 20:30:55.354888,1496349055.35489,manager.naf.ufscar.br
LT52170652009251CUB00,running,2017-06-01 20:31:05.504251,1496349065.50425,manager.naf.ufscar.br
LT52170642001325CUB00,finished,2017-06-01 20:33:36.058068,1496349216.05807,manager.naf.ufscar.br
LT52170662004142CUB00,running,2017-06-01 20:33:46.225258,1496349226.22526,manager.naf.ufscar.br
LT52170661986284CUB00,finished,2017-06-01 20:36:06.645375,1496349366.64538,manager.naf.ufscar.br
LT52170662004158CUB00,running,2017-06-01 20:36:16.813957,1496349376.81396,manager.naf.ufscar.br
LT52170661988114CUB00,finished,2017-06-01 20:38:27.19754,1496349507.19754,manager.naf.ufscar.br
LT52170652005064CUB00,running,2017-06-01 20:38:37.357038,1496349517.35704,manager.naf.ufscar.br
LT52170652003203CUB00,finished,2017-06-01 20:39:27.550428,1496349567.55043,manager.naf.ufscar.br
LT52170662007070CUB00,running,2017-06-01 20:39:37.703613,1496349577.70361,manager.naf.ufscar.br
LT52160661999313CUB00,finished,2017-06-01 20:39:47.750357,1496349587.75036,experimento.manager.naf.lsd.ufcg.edu.br
LT52160661994187CUB00,running,2017-06-01 20:39:57.899725,1496349597.89972,experimento.manager.naf.lsd.ufcg.edu.br
LT52170661987223CUB00,finished,2017-06-01 20:47:09.338906,1496350029.33891,manager.naf.ufscar.br
LT52170641995309CUB00,running,2017-06-01 20:47:19.505068,1496350039.50507,manager.naf.ufscar.br
LT52150662003301CUB00,finished,2017-06-01 20:49:29.927429,1496350169.92743,experimento.manager.naf.lsd.ufcg.edu.br
LT52160661994043CUB00,running,2017-06-01 20:49:40.054832,1496350180.05483,experimento.manager.naf.lsd.ufcg.edu.br
LT52170651996360CUB00,finished,2017-06-01 20:52:00.519827,1496350320.51983,manager.naf.ufscar.br
LT52170661987255CUB00,finished,2017-06-01 20:52:10.684657,1496350330.68466,manager.naf.ufscar.br
LT52170652005112CUB00,running,2017-06-01 20:52:10.806134,1496350330.80613,manager.naf.ufscar.br
LT52170642000211CUB00,running,2017-06-01 20:52:20.847364,1496350340.84736,manager.naf.ufscar.br
LT52170642003187CUB00,running,2017-06-01 20:52:41.075163,1496350361.07516,manager.naf.ufscar.br
LT52170652005064CUB00,running,2017-06-01 20:53:51.406739,1496350431.40674,manager.naf.ufscar.br
LT52150662006277CUB00,finished,2017-06-01 20:57:52.297282,1496350672.29728,experimento.manager.naf.lsd.ufcg.edu.br
LT52160661999361CUB00,finished,2017-06-01 20:58:02.479441,1496350682.47944,experimento.manager.naf.lsd.ufcg.edu.br
LT52170662007070CUB00,running,2017-06-01 21:00:23.047092,1496350823.04709,manager.naf.ufscar.br
LT52170652003331CUB00,running,2017-06-01 21:01:03.607167,1496350863.60717,manager.naf.ufscar.br
LT52160661994299CUB00,finished,2017-06-01 21:06:34.568563,1496351194.56856,experimento.manager.naf.lsd.ufcg.edu.br
LT52170652005032CUB00,finished,2017-06-01 21:07:34.948664,1496351254.94866,manager.naf.ufscar.br
LT52170641995309CUB00,running,2017-06-01 21:07:45.268171,1496351265.26817,manager.naf.ufscar.br
LT52160661994187CUB00,running,2017-06-01 21:08:05.494757,1496351285.49476,experimento.manager.naf.lsd.ufcg.edu.br
LT52160661994043CUB00,running,2017-06-01 21:08:05.507731,1496351285.50773,experimento.manager.naf.lsd.ufcg.edu.br
LT52160652005089CUB00,finished,2017-06-01 21:08:25.590401,1496351305.5904,experimento.manager.naf.lsd.ufcg.edu.br
LT52170662004142CUB00,finished,2017-06-01 21:08:45.714973,1496351325.71497,manager.naf.ufscar.br
LT52170652003347CUB00,running,2017-06-01 21:08:55.855072,1496351335.85507,manager.naf.ufscar.br
LT52170662004158CUB00,finished,2017-06-01 21:11:56.415692,1496351516.41569,manager.naf.ufscar.br
LT52170652005128CUB00,running,2017-06-01 21:12:06.742107,1496351526.74211,manager.naf.ufscar.br
LT52170651999160CUB00,finished,2017-06-01 21:13:47.034173,1496351627.03417,manager.naf.ufscar.br
LT52170652005144CUB00,running,2017-06-01 21:13:57.372519,1496351637.37252,manager.naf.ufscar.br
LT52170652009139CUB00,finished,2017-06-01 21:15:17.61067,1496351717.61067,manager.naf.ufscar.br
LT52170652010030CUB00,running,2017-06-01 21:15:27.947818,1496351727.94782,manager.naf.ufscar.br
LT52150662008299CUB00,finished,2017-06-01 21:15:58.066681,1496351758.06668,experimento.manager.naf.lsd.ufcg.edu.br
LT52160662008258CUB00,finished,2017-06-01 21:16:28.30488,1496351788.30488,experimento.manager.naf.lsd.ufcg.edu.br
LT52170661987271CUB00,finished,2017-06-01 21:19:49.054917,1496351989.05492,manager.naf.ufscar.br
LT52170652010094CUB00,running,2017-06-01 21:19:59.587707,1496351999.58771,manager.naf.ufscar.br
LT52170652004062CUB00,finished,2017-06-01 21:20:39.716587,1496352039.71659,manager.naf.ufscar.br
LT52160662008274CUB00,finished,2017-06-01 21:23:10.424944,1496352190.42494,experimento.manager.naf.lsd.ufcg.edu.br
LT52170642009267CUB00,finished,2017-06-01 21:24:41.372522,1496352281.37252,manager.naf.ufscar.br
LT52160652009100CUB00,finished,2017-06-01 21:24:51.988964,1496352291.98896,experimento.manager.naf.lsd.ufcg.edu.br
LT52170652010110CUB00,running,2017-06-01 21:24:52.466271,1496352292.46627,manager.naf.ufscar.br
