LT52160661996017CUB00,2017-06-05 10:58:33.478933,1496660313.47893,queued,experimento.manager.naf.lsd.ufcg.edu.br
LT52160661994187CUB00,2017-06-05 10:58:23.432126,1496660303.43213,queued,experimento.manager.naf.lsd.ufcg.edu.br
LT52160661996017CUB00,2017-06-05 10:58:13.383706,1496660293.38371,queued,experimento.manager.naf.lsd.ufcg.edu.br
LT52160661994187CUB00,2017-06-05 10:58:03.335896,1496660283.3359,queued,experimento.manager.naf.lsd.ufcg.edu.br
LT52160661996017CUB00,2017-06-05 10:57:53.281251,1496660273.28125,queued,experimento.manager.naf.lsd.ufcg.edu.br
LT52160661994187CUB00,2017-06-05 10:57:43.243342,1496660263.24334,queued,experimento.manager.naf.lsd.ufcg.edu.br
LT52160661996017CUB00,2017-06-05 10:57:33.20682,1496660253.20682,queued,experimento.manager.naf.lsd.ufcg.edu.br
LT52160661994187CUB00,2017-06-05 10:57:23.154147,1496660243.15415,queued,experimento.manager.naf.lsd.ufcg.edu.br
LT52160661996017CUB00,2017-06-05 10:57:13.108138,1496660233.10814,queued,experimento.manager.naf.lsd.ufcg.edu.br
LT52160661994187CUB00,2017-06-05 10:57:03.059351,1496660223.05935,queued,experimento.manager.naf.lsd.ufcg.edu.br
LT52160661996017CUB00,2017-06-05 10:56:53.014474,1496660213.01447,queued,experimento.manager.naf.lsd.ufcg.edu.br
LT52160661994043CUB00,2017-06-05 10:56:42.996727,1496660202.99673,running,experimento.manager.naf.lsd.ufcg.edu.br
LT52160661994187CUB00,2017-06-05 10:56:42.955601,1496660202.9556,queued,experimento.manager.naf.lsd.ufcg.edu.br
LT52160661996017CUB00,2017-06-05 10:56:32.914447,1496660192.91445,queued,experimento.manager.naf.lsd.ufcg.edu.br
LT52160661994043CUB00,2017-06-05 10:56:32.878211,1496660192.87821,queued,experimento.manager.naf.lsd.ufcg.edu.br
LT52160661994187CUB00,2017-06-05 10:56:22.831774,1496660182.83177,queued,experimento.manager.naf.lsd.ufcg.edu.br
LT52160661994043CUB00,2017-06-05 10:56:12.790005,1496660172.79,queued,experimento.manager.naf.lsd.ufcg.edu.br
LT52160661994187CUB00,2017-06-05 10:56:02.746123,1496660162.74612,queued,experimento.manager.naf.lsd.ufcg.edu.br
LT52160661994043CUB00,2017-06-05 10:55:52.704698,1496660152.7047,queued,experimento.manager.naf.lsd.ufcg.edu.br
LT52160661994187CUB00,2017-06-05 10:55:42.662182,1496660142.66218,queued,experimento.manager.naf.lsd.ufcg.edu.br
LT52160661994043CUB00,2017-06-05 10:55:32.615122,1496660132.61512,queued,experimento.manager.naf.lsd.ufcg.edu.br
LT52160661994187CUB00,2017-06-05 10:55:22.551858,1496660122.55186,queued,experimento.manager.naf.lsd.ufcg.edu.br
LT52160661994043CUB00,2017-06-05 10:55:12.508167,1496660112.50817,queued,experimento.manager.naf.lsd.ufcg.edu.br
LT52160661994187CUB00,2017-06-05 10:55:02.447662,1496660102.44766,queued,experimento.manager.naf.lsd.ufcg.edu.br
LT52160661994043CUB00,2017-06-05 10:54:52.402242,1496660092.40224,queued,experimento.manager.naf.lsd.ufcg.edu.br
LT52160661994187CUB00,2017-06-05 10:54:42.353258,1496660082.35326,queued,experimento.manager.naf.lsd.ufcg.edu.br
LT52160661994043CUB00,2017-06-05 10:54:32.31471,1496660072.31471,queued,experimento.manager.naf.lsd.ufcg.edu.br
LT52160661994187CUB00,2017-06-05 10:54:22.272362,1496660062.27236,queued,experimento.manager.naf.lsd.ufcg.edu.br
LT52160661994043CUB00,2017-06-05 10:54:12.224404,1496660052.2244,queued,experimento.manager.naf.lsd.ufcg.edu.br
